survey_route,survey_agency,survey_tech,standard_route_id,standard_line_name,BART_line_name,MTC_line_name,standard_operator,standard_headsign,standard_agency,standard_route_short_name,standard_route_long_name,canonical_operator
FAST___90 Fairfield El Cerrito Del Norte BART,Fairfield and Suisun Transit (FAST),EXPRESS,208,28_36_208_AM_d1_s501,28_36_208_AM_d1_s501,28_208_AM_d1_s501,Fairfield and Suisun Transit,FTC,Fairfield_2015_10_14,90,FTC/El Cerrito Del Norte BART/Suisun City Amtrak,Fairfield and Suisun Transit
FAST___90 Fairfield El Cerrito Del Norte BART,Fairfield and Suisun Transit (FAST),EXPRESS,208,28_36_208_PM_d1_s539,28_36_208_PM_d1_s539,28_208_PM_d1_s539,Fairfield and Suisun Transit,FTC,Fairfield_2015_10_14,90,FTC/El Cerrito Del Norte BART/Suisun City Amtrak,Fairfield and Suisun Transit
FAST___90 Fairfield El Cerrito Del Norte BART,Fairfield and Suisun Transit (FAST),EXPRESS,208,28_36_208_EV_d1_s501,28_36_208_EV_d1_s501,28_208_EV_d1_s501,Fairfield and Suisun Transit,FTC,Fairfield_2015_10_14,90,FTC/El Cerrito Del Norte BART/Suisun City Amtrak,Fairfield and Suisun Transit
FAST___90 Fairfield El Cerrito Del Norte BART,Fairfield and Suisun Transit (FAST),EXPRESS,208,28_36_208_MD_d0_s521,28_36_208_MD_d0_s521,28_208_MD_d0_s521,Fairfield and Suisun Transit,El Cerrito Del Norte BART,Fairfield_2015_10_14,90,FTC/El Cerrito Del Norte BART/Suisun City Amtrak,Fairfield and Suisun Transit
FAST___90 Fairfield El Cerrito Del Norte BART,Fairfield and Suisun Transit (FAST),EXPRESS,208,28_36_208_MD_d1_s501,28_36_208_MD_d1_s501,28_208_MD_d1_s501,Fairfield and Suisun Transit,FTC,Fairfield_2015_10_14,90,FTC/El Cerrito Del Norte BART/Suisun City Amtrak,Fairfield and Suisun Transit
10,Sonoma County Transit,LOCAL,507,19_175_507_AM_d0_s1512,19_175_507_AM_d0_s1512,19_507_AM_d0_s1512,Sonoma County Transit,NA,SonomaCounty_2015_8_18,10,"Cotati, Rohnert Park, Sonoma State University",Sonoma County Transit
10,Sonoma County Transit,LOCAL,507,19_175_507_PM_d0_s1512,19_175_507_PM_d0_s1512,19_507_PM_d0_s1512,Sonoma County Transit,NA,SonomaCounty_2015_8_18,10,"Cotati, Rohnert Park, Sonoma State University",Sonoma County Transit
10,Sonoma County Transit,LOCAL,507,19_175_507_MD_d0_s1512,19_175_507_MD_d0_s1512,19_507_MD_d0_s1512,Sonoma County Transit,NA,SonomaCounty_2015_8_18,10,"Cotati, Rohnert Park, Sonoma State University",Sonoma County Transit
12,Sonoma County Transit,LOCAL,508,19_175_508_MD_d0_s1510,19_175_508_MD_d0_s1510,19_508_MD_d0_s1510,Sonoma County Transit,NA,SonomaCounty_2015_8_18,12,Northern Rohnert Park,Sonoma County Transit
12,Sonoma County Transit,LOCAL,508,19_175_508_PM_d0_s1510,19_175_508_PM_d0_s1510,19_508_PM_d0_s1510,Sonoma County Transit,NA,SonomaCounty_2015_8_18,12,Northern Rohnert Park,Sonoma County Transit
12,Sonoma County Transit,LOCAL,508,19_175_508_AM_d0_s1510,19_175_508_AM_d0_s1510,19_508_AM_d0_s1510,Sonoma County Transit,NA,SonomaCounty_2015_8_18,12,Northern Rohnert Park,Sonoma County Transit
14,Sonoma County Transit,LOCAL,509,19_175_509_AM_d0_s1525,19_175_509_AM_d0_s1525,19_509_AM_d0_s1525,Sonoma County Transit,NA,SonomaCounty_2015_8_18,14,Northern Rohnert Park,Sonoma County Transit
14,Sonoma County Transit,LOCAL,509,19_175_509_PM_d0_s1525,19_175_509_PM_d0_s1525,19_509_PM_d0_s1525,Sonoma County Transit,NA,SonomaCounty_2015_8_18,14,Northern Rohnert Park,Sonoma County Transit
14,Sonoma County Transit,LOCAL,509,19_175_509_MD_d0_s1525,19_175_509_MD_d0_s1525,19_509_MD_d0_s1525,Sonoma County Transit,NA,SonomaCounty_2015_8_18,14,Northern Rohnert Park,Sonoma County Transit
20,Sonoma County Transit,LOCAL,495,19_175_495_MD_d1_s1499,19_175_495_MD_d1_s1499,19_495_MD_d1_s1499,Sonoma County Transit,NA,SonomaCounty_2015_8_18,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",Sonoma County Transit
20,Sonoma County Transit,LOCAL,495,19_175_495_MD_d0_s1508,19_175_495_MD_d0_s1508,19_495_MD_d0_s1508,Sonoma County Transit,NA,SonomaCounty_2015_8_18,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",Sonoma County Transit
20,Sonoma County Transit,LOCAL,495,19_175_495_PM_d1_s1499,19_175_495_PM_d1_s1499,19_495_PM_d1_s1499,Sonoma County Transit,NA,SonomaCounty_2015_8_18,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",Sonoma County Transit
20,Sonoma County Transit,LOCAL,495,19_175_495_PM_d0_s1508,19_175_495_PM_d0_s1508,19_495_PM_d0_s1508,Sonoma County Transit,NA,SonomaCounty_2015_8_18,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",Sonoma County Transit
20,Sonoma County Transit,LOCAL,495,19_175_495_AM_d1_s1499,19_175_495_AM_d1_s1499,19_495_AM_d1_s1499,Sonoma County Transit,NA,SonomaCounty_2015_8_18,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",Sonoma County Transit
20,Sonoma County Transit,LOCAL,495,19_175_495_EV_d1_s1499,19_175_495_EV_d1_s1499,19_495_EV_d1_s1499,Sonoma County Transit,NA,SonomaCounty_2015_8_18,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",Sonoma County Transit
20,Sonoma County Transit,LOCAL,495,19_175_495_AM_d0_s1508,19_175_495_AM_d0_s1508,19_495_AM_d0_s1508,Sonoma County Transit,NA,SonomaCounty_2015_8_18,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",Sonoma County Transit
20,Sonoma County Transit,LOCAL,495,19_175_495_EA_d1_s1490,19_175_495_EA_d1_s1490,19_495_EA_d1_s1490,Sonoma County Transit,NA,SonomaCounty_2015_8_18,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",Sonoma County Transit
22,Sonoma County Transit,LOCAL,496,19_175_496_AM_d0_s1511,19_175_496_AM_d0_s1511,19_496_AM_d0_s1511,Sonoma County Transit,NA,SonomaCounty_2015_8_18,22,"Sebastopol, Santa Rosa",Sonoma County Transit
22,Sonoma County Transit,LOCAL,496,19_175_496_MD_d1_s1534,19_175_496_MD_d1_s1534,19_496_MD_d1_s1534,Sonoma County Transit,NA,SonomaCounty_2015_8_18,22,"Sebastopol, Santa Rosa",Sonoma County Transit
22,Sonoma County Transit,LOCAL,496,19_175_496_PM_d0_s1511,19_175_496_PM_d0_s1511,19_496_PM_d0_s1511,Sonoma County Transit,NA,SonomaCounty_2015_8_18,22,"Sebastopol, Santa Rosa",Sonoma County Transit
22,Sonoma County Transit,LOCAL,496,19_175_496_PM_d1_s1534,19_175_496_PM_d1_s1534,19_496_PM_d1_s1534,Sonoma County Transit,NA,SonomaCounty_2015_8_18,22,"Sebastopol, Santa Rosa",Sonoma County Transit
22,Sonoma County Transit,LOCAL,496,19_175_496_AM_d1_s1463,19_175_496_AM_d1_s1463,19_496_AM_d1_s1463,Sonoma County Transit,NA,SonomaCounty_2015_8_18,22,"Sebastopol, Santa Rosa",Sonoma County Transit
26,Sonoma County Transit,LOCAL,497,19_175_497_MD_d1_s1500,19_175_497_MD_d1_s1500,19_497_MD_d1_s1500,Sonoma County Transit,NA,SonomaCounty_2015_8_18,26,"Sebastopol, Rohnert Park, Cotati",Sonoma County Transit
26,Sonoma County Transit,LOCAL,497,19_175_497_PM_d0_s1529,19_175_497_PM_d0_s1529,19_497_PM_d0_s1529,Sonoma County Transit,NA,SonomaCounty_2015_8_18,26,"Sebastopol, Rohnert Park, Cotati",Sonoma County Transit
26,Sonoma County Transit,LOCAL,497,19_175_497_AM_d1_s1500,19_175_497_AM_d1_s1500,19_497_AM_d1_s1500,Sonoma County Transit,NA,SonomaCounty_2015_8_18,26,"Sebastopol, Rohnert Park, Cotati",Sonoma County Transit
26,Sonoma County Transit,LOCAL,497,19_175_497_PM_d1_s1500,19_175_497_PM_d1_s1500,19_497_PM_d1_s1500,Sonoma County Transit,NA,SonomaCounty_2015_8_18,26,"Sebastopol, Rohnert Park, Cotati",Sonoma County Transit
26,Sonoma County Transit,LOCAL,497,19_175_497_AM_d0_s1489,19_175_497_AM_d0_s1489,19_497_AM_d0_s1489,Sonoma County Transit,NA,SonomaCounty_2015_8_18,26,"Sebastopol, Rohnert Park, Cotati",Sonoma County Transit
28,Sonoma County Transit,LOCAL,511,19_175_511_MD_d0_s1467,19_175_511_MD_d0_s1467,19_511_MD_d0_s1467,Sonoma County Transit,NA,SonomaCounty_2015_8_18,28,"Guerneville, Monte Rio",Sonoma County Transit
28,Sonoma County Transit,LOCAL,511,19_175_511_AM_d0_s1467,19_175_511_AM_d0_s1467,19_511_AM_d0_s1467,Sonoma County Transit,NA,SonomaCounty_2015_8_18,28,"Guerneville, Monte Rio",Sonoma County Transit
28,Sonoma County Transit,LOCAL,511,19_175_511_PM_d0_s1465,19_175_511_PM_d0_s1465,19_511_PM_d0_s1465,Sonoma County Transit,NA,SonomaCounty_2015_8_18,28,"Guerneville, Monte Rio",Sonoma County Transit
30,Sonoma County Transit,LOCAL,498,19_175_498_PM_d1_s1501,19_175_498_PM_d1_s1501,19_498_PM_d1_s1501,Sonoma County Transit,NA,SonomaCounty_2015_8_18,30,"Santa Rosa, Sonoma Valley",Sonoma County Transit
30,Sonoma County Transit,LOCAL,498,19_175_498_AM_d0_s1520,19_175_498_AM_d0_s1520,19_498_AM_d0_s1520,Sonoma County Transit,NA,SonomaCounty_2015_8_18,30,"Santa Rosa, Sonoma Valley",Sonoma County Transit
30,Sonoma County Transit,LOCAL,498,19_175_498_EA_d1_s1536,19_175_498_EA_d1_s1536,19_498_EA_d1_s1536,Sonoma County Transit,NA,SonomaCounty_2015_8_18,30,"Santa Rosa, Sonoma Valley",Sonoma County Transit
30,Sonoma County Transit,LOCAL,498,19_175_498_MD_d1_s1552,19_175_498_MD_d1_s1552,19_498_MD_d1_s1552,Sonoma County Transit,NA,SonomaCounty_2015_8_18,30,"Santa Rosa, Sonoma Valley",Sonoma County Transit
30,Sonoma County Transit,LOCAL,498,19_175_498_EV_d0_s1572,19_175_498_EV_d0_s1572,19_498_EV_d0_s1572,Sonoma County Transit,NA,SonomaCounty_2015_8_18,30,"Santa Rosa, Sonoma Valley",Sonoma County Transit
30,Sonoma County Transit,LOCAL,498,19_175_498_PM_d0_s1461,19_175_498_PM_d0_s1461,19_498_PM_d0_s1461,Sonoma County Transit,NA,SonomaCounty_2015_8_18,30,"Santa Rosa, Sonoma Valley",Sonoma County Transit
30,Sonoma County Transit,LOCAL,498,19_175_498_MD_d0_s1481,19_175_498_MD_d0_s1481,19_498_MD_d0_s1481,Sonoma County Transit,NA,SonomaCounty_2015_8_18,30,"Santa Rosa, Sonoma Valley",Sonoma County Transit
30,Sonoma County Transit,LOCAL,498,19_175_498_AM_d1_s1487,19_175_498_AM_d1_s1487,19_498_AM_d1_s1487,Sonoma County Transit,NA,SonomaCounty_2015_8_18,30,"Santa Rosa, Sonoma Valley",Sonoma County Transit
30,Sonoma County Transit,LOCAL,498,19_175_498_EA_d0_s1488,19_175_498_EA_d0_s1488,19_498_EA_d0_s1488,Sonoma County Transit,NA,SonomaCounty_2015_8_18,30,"Santa Rosa, Sonoma Valley",Sonoma County Transit
32,Sonoma County Transit,LOCAL,512,19_175_512_MD_d1_s1548,19_175_512_MD_d1_s1548,19_512_MD_d1_s1548,Sonoma County Transit,NA,SonomaCounty_2015_8_18,32,Sonoma Valley,Sonoma County Transit
32,Sonoma County Transit,LOCAL,512,19_175_512_MD_d0_s1559,19_175_512_MD_d0_s1559,19_512_MD_d0_s1559,Sonoma County Transit,NA,SonomaCounty_2015_8_18,32,Sonoma Valley,Sonoma County Transit
32,Sonoma County Transit,LOCAL,512,19_175_512_AM_d1_s1561,19_175_512_AM_d1_s1561,19_512_AM_d1_s1561,Sonoma County Transit,NA,SonomaCounty_2015_8_18,32,Sonoma Valley,Sonoma County Transit
32,Sonoma County Transit,LOCAL,512,19_175_512_PM_d1_s1531,19_175_512_PM_d1_s1531,19_512_PM_d1_s1531,Sonoma County Transit,NA,SonomaCounty_2015_8_18,32,Sonoma Valley,Sonoma County Transit
32,Sonoma County Transit,LOCAL,512,19_175_512_PM_d0_s1541,19_175_512_PM_d0_s1541,19_512_PM_d0_s1541,Sonoma County Transit,NA,SonomaCounty_2015_8_18,32,Sonoma Valley,Sonoma County Transit
32,Sonoma County Transit,LOCAL,512,19_175_512_AM_d0_s1541,19_175_512_AM_d0_s1541,19_512_AM_d0_s1541,Sonoma County Transit,NA,SonomaCounty_2015_8_18,32,Sonoma Valley,Sonoma County Transit
34,Sonoma County Transit,LOCAL,519,19_175_519_PM_d1_s1570,19_175_519_PM_d1_s1570,19_519_PM_d1_s1570,Sonoma County Transit,NA,SonomaCounty_2015_8_18,34,"Santa Rosa, Sonoma",Sonoma County Transit
34,Sonoma County Transit,LOCAL,519,19_175_519_AM_d0_s1486,19_175_519_AM_d0_s1486,19_519_AM_d0_s1486,Sonoma County Transit,NA,SonomaCounty_2015_8_18,34,"Santa Rosa, Sonoma",Sonoma County Transit
38,Sonoma County Transit,LOCAL,499,19_175_499_PM_d0_s1560,19_175_499_PM_d0_s1560,19_499_PM_d0_s1560,Sonoma County Transit,NA,SonomaCounty_2015_8_18,38,"Sonoma Valley, San Rafael",Sonoma County Transit
38,Sonoma County Transit,LOCAL,499,19_175_499_EA_d1_s1566,19_175_499_EA_d1_s1566,19_499_EA_d1_s1566,Sonoma County Transit,NA,SonomaCounty_2015_8_18,38,"Sonoma Valley, San Rafael",Sonoma County Transit
40,Sonoma County Transit,LOCAL,500,19_175_500_AM_d0_s1514,19_175_500_AM_d0_s1514,19_500_AM_d0_s1514,Sonoma County Transit,NA,SonomaCounty_2015_8_18,40,"Sonoma, Petaluma",Sonoma County Transit
40,Sonoma County Transit,LOCAL,500,19_175_500_PM_d1_s1547,19_175_500_PM_d1_s1547,19_500_PM_d1_s1547,Sonoma County Transit,NA,SonomaCounty_2015_8_18,40,"Sonoma, Petaluma",Sonoma County Transit
40,Sonoma County Transit,LOCAL,500,19_175_500_AM_d1_s1547,19_175_500_AM_d1_s1547,19_500_AM_d1_s1547,Sonoma County Transit,NA,SonomaCounty_2015_8_18,40,"Sonoma, Petaluma",Sonoma County Transit
40,Sonoma County Transit,LOCAL,500,19_175_500_PM_d0_s1514,19_175_500_PM_d0_s1514,19_500_PM_d0_s1514,Sonoma County Transit,NA,SonomaCounty_2015_8_18,40,"Sonoma, Petaluma",Sonoma County Transit
42,Sonoma County Transit,LOCAL,501,19_175_501_MD_d1_s1543,19_175_501_MD_d1_s1543,19_501_MD_d1_s1543,Sonoma County Transit,NA,SonomaCounty_2015_8_18,42,"Santa Rosa, Industry West Business Park",Sonoma County Transit
42,Sonoma County Transit,LOCAL,501,19_175_501_PM_d1_s1543,19_175_501_PM_d1_s1543,19_501_PM_d1_s1543,Sonoma County Transit,NA,SonomaCounty_2015_8_18,42,"Santa Rosa, Industry West Business Park",Sonoma County Transit
42,Sonoma County Transit,LOCAL,501,19_175_501_MD_d0_s1554,19_175_501_MD_d0_s1554,19_501_MD_d0_s1554,Sonoma County Transit,NA,SonomaCounty_2015_8_18,42,"Santa Rosa, Industry West Business Park",Sonoma County Transit
42,Sonoma County Transit,LOCAL,501,19_175_501_AM_d0_s1554,19_175_501_AM_d0_s1554,19_501_AM_d0_s1554,Sonoma County Transit,NA,SonomaCounty_2015_8_18,42,"Santa Rosa, Industry West Business Park",Sonoma County Transit
42,Sonoma County Transit,LOCAL,501,19_175_501_PM_d0_s1554,19_175_501_PM_d0_s1554,19_501_PM_d0_s1554,Sonoma County Transit,NA,SonomaCounty_2015_8_18,42,"Santa Rosa, Industry West Business Park",Sonoma County Transit
42,Sonoma County Transit,LOCAL,501,19_175_501_AM_d1_s1543,19_175_501_AM_d1_s1543,19_501_AM_d1_s1543,Sonoma County Transit,NA,SonomaCounty_2015_8_18,42,"Santa Rosa, Industry West Business Park",Sonoma County Transit
44,Sonoma County Transit,LOCAL,502,19_175_502_EA_d0_s1568,19_175_502_EA_d0_s1568,19_502_EA_d0_s1568,Sonoma County Transit,NA,SonomaCounty_2015_8_18,44,"Petaluma JC, SSU, Santa Rosa",Sonoma County Transit
44,Sonoma County Transit,LOCAL,502,19_175_502_EV_d0_s1502,19_175_502_EV_d0_s1502,19_502_EV_d0_s1502,Sonoma County Transit,NA,SonomaCounty_2015_8_18,44,"Petaluma JC, SSU, Santa Rosa",Sonoma County Transit
44,Sonoma County Transit,LOCAL,502,19_175_502_PM_d1_s1517,19_175_502_PM_d1_s1517,19_502_PM_d1_s1517,Sonoma County Transit,NA,SonomaCounty_2015_8_18,44,"Petaluma JC, SSU, Santa Rosa",Sonoma County Transit
44,Sonoma County Transit,LOCAL,502,19_175_502_MD_d0_s1568,19_175_502_MD_d0_s1568,19_502_MD_d0_s1568,Sonoma County Transit,NA,SonomaCounty_2015_8_18,44,"Petaluma JC, SSU, Santa Rosa",Sonoma County Transit
44,Sonoma County Transit,LOCAL,502,19_175_502_EV_d1_s1532,19_175_502_EV_d1_s1532,19_502_EV_d1_s1532,Sonoma County Transit,NA,SonomaCounty_2015_8_18,44,"Petaluma JC, SSU, Santa Rosa",Sonoma County Transit
44,Sonoma County Transit,LOCAL,502,19_175_502_MD_d1_s1532,19_175_502_MD_d1_s1532,19_502_MD_d1_s1532,Sonoma County Transit,NA,SonomaCounty_2015_8_18,44,"Petaluma JC, SSU, Santa Rosa",Sonoma County Transit
44,Sonoma County Transit,LOCAL,502,19_175_502_PM_d0_s1502,19_175_502_PM_d0_s1502,19_502_PM_d0_s1502,Sonoma County Transit,NA,SonomaCounty_2015_8_18,44,"Petaluma JC, SSU, Santa Rosa",Sonoma County Transit
44,Sonoma County Transit,LOCAL,502,19_175_502_AM_d0_s1464,19_175_502_AM_d0_s1464,19_502_AM_d0_s1464,Sonoma County Transit,NA,SonomaCounty_2015_8_18,44,"Petaluma JC, SSU, Santa Rosa",Sonoma County Transit
44,Sonoma County Transit,LOCAL,502,19_175_502_AM_d1_s1470,19_175_502_AM_d1_s1470,19_502_AM_d1_s1470,Sonoma County Transit,NA,SonomaCounty_2015_8_18,44,"Petaluma JC, SSU, Santa Rosa",Sonoma County Transit
46,Sonoma County Transit,LOCAL,503,19_175_503_PM_d1_s1557,19_175_503_PM_d1_s1557,19_503_PM_d1_s1557,Sonoma County Transit,NA,SonomaCounty_2015_8_18,46,"Santa Rosa, Sonoma State University",Sonoma County Transit
46,Sonoma County Transit,LOCAL,503,19_175_503_PM_d0_s1466,19_175_503_PM_d0_s1466,19_503_PM_d0_s1466,Sonoma County Transit,NA,SonomaCounty_2015_8_18,46,"Santa Rosa, Sonoma State University",Sonoma County Transit
46,Sonoma County Transit,LOCAL,503,19_175_503_AM_d0_s1466,19_175_503_AM_d0_s1466,19_503_AM_d0_s1466,Sonoma County Transit,NA,SonomaCounty_2015_8_18,46,"Santa Rosa, Sonoma State University",Sonoma County Transit
46,Sonoma County Transit,LOCAL,503,19_175_503_AM_d1_s1557,19_175_503_AM_d1_s1557,19_503_AM_d1_s1557,Sonoma County Transit,NA,SonomaCounty_2015_8_18,46,"Santa Rosa, Sonoma State University",Sonoma County Transit
48,Sonoma County Transit,LOCAL,504,19_175_504_MD_d0_s1506,19_175_504_MD_d0_s1506,19_504_MD_d0_s1506,Sonoma County Transit,NA,SonomaCounty_2015_8_18,48,"Petaluma, Rohnert Park, Cotati, Santa Rosa",Sonoma County Transit
48,Sonoma County Transit,LOCAL,504,19_175_504_AM_d1_s1509,19_175_504_AM_d1_s1509,19_504_AM_d1_s1509,Sonoma County Transit,NA,SonomaCounty_2015_8_18,48,"Petaluma, Rohnert Park, Cotati, Santa Rosa",Sonoma County Transit
48,Sonoma County Transit,LOCAL,504,19_175_504_MD_d1_s1509,19_175_504_MD_d1_s1509,19_504_MD_d1_s1509,Sonoma County Transit,NA,SonomaCounty_2015_8_18,48,"Petaluma, Rohnert Park, Cotati, Santa Rosa",Sonoma County Transit
48,Sonoma County Transit,LOCAL,504,19_175_504_PM_d0_s1506,19_175_504_PM_d0_s1506,19_504_PM_d0_s1506,Sonoma County Transit,NA,SonomaCounty_2015_8_18,48,"Petaluma, Rohnert Park, Cotati, Santa Rosa",Sonoma County Transit
48,Sonoma County Transit,LOCAL,504,19_175_504_AM_d0_s1506,19_175_504_AM_d0_s1506,19_504_AM_d0_s1506,Sonoma County Transit,NA,SonomaCounty_2015_8_18,48,"Petaluma, Rohnert Park, Cotati, Santa Rosa",Sonoma County Transit
48,Sonoma County Transit,LOCAL,504,19_175_504_PM_d1_s1509,19_175_504_PM_d1_s1509,19_504_PM_d1_s1509,Sonoma County Transit,NA,SonomaCounty_2015_8_18,48,"Petaluma, Rohnert Park, Cotati, Santa Rosa",Sonoma County Transit
60,Sonoma County Transit,LOCAL,505,19_175_505_PM_d0_s1458,19_175_505_PM_d0_s1458,19_505_PM_d0_s1458,Sonoma County Transit,NA,SonomaCounty_2015_8_18,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Sonoma County Transit
60,Sonoma County Transit,LOCAL,505,19_175_505_EA_d1_s1533,19_175_505_EA_d1_s1533,19_505_EA_d1_s1533,Sonoma County Transit,NA,SonomaCounty_2015_8_18,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Sonoma County Transit
60,Sonoma County Transit,LOCAL,505,19_175_505_EV_d0_s1555,19_175_505_EV_d0_s1555,19_505_EV_d0_s1555,Sonoma County Transit,NA,SonomaCounty_2015_8_18,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Sonoma County Transit
60,Sonoma County Transit,LOCAL,505,19_175_505_MD_d1_s1575,19_175_505_MD_d1_s1575,19_505_MD_d1_s1575,Sonoma County Transit,NA,SonomaCounty_2015_8_18,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Sonoma County Transit
60,Sonoma County Transit,LOCAL,505,19_175_505_MD_d0_s1472,19_175_505_MD_d0_s1472,19_505_MD_d0_s1472,Sonoma County Transit,NA,SonomaCounty_2015_8_18,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Sonoma County Transit
60,Sonoma County Transit,LOCAL,505,19_175_505_PM_d1_s1478,19_175_505_PM_d1_s1478,19_505_PM_d1_s1478,Sonoma County Transit,NA,SonomaCounty_2015_8_18,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Sonoma County Transit
60,Sonoma County Transit,LOCAL,505,19_175_505_EV_d1_s1479,19_175_505_EV_d1_s1479,19_505_EV_d1_s1479,Sonoma County Transit,NA,SonomaCounty_2015_8_18,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Sonoma County Transit
60,Sonoma County Transit,LOCAL,505,19_175_505_AM_d1_s1479,19_175_505_AM_d1_s1479,19_505_AM_d1_s1479,Sonoma County Transit,NA,SonomaCounty_2015_8_18,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Sonoma County Transit
60,Sonoma County Transit,LOCAL,505,19_175_505_AM_d0_s1468,19_175_505_AM_d0_s1468,19_505_AM_d0_s1468,Sonoma County Transit,NA,SonomaCounty_2015_8_18,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Sonoma County Transit
62,Sonoma County Transit,LOCAL,506,19_175_506_AM_d1_s1524,19_175_506_AM_d1_s1524,19_506_AM_d1_s1524,Sonoma County Transit,NA,SonomaCounty_2015_8_18,62,"Santa Rosa, County Airport, Windsor",Sonoma County Transit
62,Sonoma County Transit,LOCAL,506,19_175_506_PM_d0_s1530,19_175_506_PM_d0_s1530,19_506_PM_d0_s1530,Sonoma County Transit,NA,SonomaCounty_2015_8_18,62,"Santa Rosa, County Airport, Windsor",Sonoma County Transit
62,Sonoma County Transit,LOCAL,506,19_175_506_MD_d1_s1524,19_175_506_MD_d1_s1524,19_506_MD_d1_s1524,Sonoma County Transit,NA,SonomaCounty_2015_8_18,62,"Santa Rosa, County Airport, Windsor",Sonoma County Transit
62,Sonoma County Transit,LOCAL,506,19_175_506_AM_d0_s1530,19_175_506_AM_d0_s1530,19_506_AM_d0_s1530,Sonoma County Transit,NA,SonomaCounty_2015_8_18,62,"Santa Rosa, County Airport, Windsor",Sonoma County Transit
62,Sonoma County Transit,LOCAL,506,19_175_506_PM_d1_s1524,19_175_506_PM_d1_s1524,19_506_PM_d1_s1524,Sonoma County Transit,NA,SonomaCounty_2015_8_18,62,"Santa Rosa, County Airport, Windsor",Sonoma County Transit
62,Sonoma County Transit,LOCAL,506,19_175_506_MD_d0_s1530,19_175_506_MD_d0_s1530,19_506_MD_d0_s1530,Sonoma County Transit,NA,SonomaCounty_2015_8_18,62,"Santa Rosa, County Airport, Windsor",Sonoma County Transit
66,Sonoma County Transit,LOCAL,513,19_175_513_MD_d0_s1459,19_175_513_MD_d0_s1459,19_513_MD_d0_s1459,Sonoma County Transit,NA,SonomaCounty_2015_8_18,66,Windsor Shuttle,Sonoma County Transit
66,Sonoma County Transit,LOCAL,513,19_175_513_PM_d0_s1459,19_175_513_PM_d0_s1459,19_513_PM_d0_s1459,Sonoma County Transit,NA,SonomaCounty_2015_8_18,66,Windsor Shuttle,Sonoma County Transit
66,Sonoma County Transit,LOCAL,513,19_175_513_AM_d0_s1459,19_175_513_AM_d0_s1459,19_513_AM_d0_s1459,Sonoma County Transit,NA,SonomaCounty_2015_8_18,66,Windsor Shuttle,Sonoma County Transit
67,Sonoma County Transit,LOCAL,523,19_175_523_AM_d0_s1540,19_175_523_AM_d0_s1540,19_523_AM_d0_s1540,Sonoma County Transit,Loop,SonomaCounty_2015_8_18,67,Healdsburg Shuttle,Sonoma County Transit
67,Sonoma County Transit,LOCAL,523,19_175_523_MD_d0_s1540,19_175_523_MD_d0_s1540,19_523_MD_d0_s1540,Sonoma County Transit,Loop,SonomaCounty_2015_8_18,67,Healdsburg Shuttle,Sonoma County Transit
67,Sonoma County Transit,LOCAL,523,19_175_523_PM_d0_s1471,19_175_523_PM_d0_s1471,19_523_PM_d0_s1471,Sonoma County Transit,Loop,SonomaCounty_2015_8_18,67,Healdsburg Shuttle,Sonoma County Transit
68,Sonoma County Transit,LOCAL,514,19_175_514_MD_d0_s1460,19_183_514_MD_d0_s1460,19_514_MD_d0_s1460,Sonoma County Transit,NA,SonomaCounty_2015_8_18,68,Cloverdale Shuttle,Sonoma County Transit
